ireland_abortion;;;;;;;
;title;date;member_gender;member_name;party_name;speech;speechID
2207;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il. Twenty-Fifth Amendment of the Constitution (Protection of Human Life in Pre;04.12.01;M;Mr. Micheál Martin;Fianna Fáil;This issue was debated at considerable length on Committee Stage when I gave clear answers. A clear statement was given on the use of the words 'in particular' and other issues to which Deputies Gay Mitchell and McManus referred.;3252570
2208;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il. Twenty-Fifth Amendment of the Constitution (Protection of Human Life in Pre;04.12.01;M;Mr. Gay Mitchell;Fine Gael;The Minister did not answer the questions.;3252571
2209;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;M;Mr. Willie O'Dea;Fianna Fáil;The champion of the poor is a supercilious, upper middle class know-all.;3253716
2210;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;F;Ms. Liz McManus;Democratic Left;Will the Chairman protect me from this unruly Minister of State who does not know when to stop? Acting Chairman: Deputy McManus has the floor.;3253717
2211;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;F;Mrs. Monica Barnes;Fine Gael;Can the Deputy be allowed to respond on behalf of women?;3253718
2212;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;F;Ms. Liz McManus;Democratic Left;I ask that the Minister of State withdraws his description of me as upper middle class. He should be accurate if he is going to talk about anything.;3253719
2213;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;M;Mr. Willie O'Dea;Fianna Fáil;The Deputy should put down a motion of censure.;3253720
2214;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;M;Mr. Séamus Pattison;The Labour Party;Deputy Jim O'Keeffe is in possession.;3253721
2215;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;M;Mr. Jim O'Keeffe;Fine Gael;Yesterday, I outlined some of the problems I had with the section we are now discussing. I now want to refer to a number of other aspects. I raise these issues because I passionately believe that our response to the issue of abortion should be to do something about the reality of abortion. That might sound odd, but it is not, because if we are considering any proposal on abortion – constitutional, legislative or otherwise – we have to determine whether it will do anything in the area of abortion and, in particular, crisis pregnancies. That is the first litmus test any proposal has to pass. Having gone through the all-party committee and studied its proposals, I genuinely do not believe the Minister's proposal will reduce the number of abortions by a single case. Does he believe it will have the desired effect of reducing the abortion rate? This is my major problem with the proposal. It is the reason I proposed at the all-party committee that we should focus on an action plan to deal with crisis pregnancies in a real attempt to reduce the num[1224] ber of abortions and at times bored my colleagues by later persisting with the view. The litmus test for the proposal is whether it will do anything about crisis pregnancies. The answer is 'no'. Constitutional or legislative proposals cannot impact on abortions carried out in Ireland because there are none. When I proposed an action plan to deal with crisis pregnancies, my concern was that by focusing on legislative and constitutional measures we would divert attention and energy from the real problem, which is what happened. During the many hours discussing the new, detailed definitions of abortion and other matters there has been virtually no debate on how we might deal with crisis pregnancies. At long last the Government has announced that a crisis pregnancy agency will be established. Since my original proposal to set up a crisis pregnancy agency 18 months ago, there have been 10,000 abortions, yet only now has the Government proposed to set up such an agency. This is a matter of concern. A proposal for such an agency is just the beginning. The real question is what will it do. Although we examined the kind of preventative measures which should be introduced to discourage crisis pregnancies at the all-party committee, the current debate has not focused on the matter. The all-party committee heard some interesting evidence. There were genuine and major differences of view on prevention. Some people focused on contraception and its availability, while others felt the main emphasis should be on discouraging early sexual intercourse among the young population. This, again, has not been discussed here. If we are concerned about reducing the rate of abortion, we should discuss these kinds of issues. They are the real issues in the real world as far as abortion is concerned because there are, I repeat, no abortions in Ireland. Our abortion rate is the 7,000 women and girls who travel to the UK every year. If we genuinely care about doing something about it, we should focus our attention on trying to introduce measures to reduce the number of crisis pregnancies in the first place, after which we should highlight the possibilities other than abortion available to those women who are in this vulnerable position. We should examine the newer forms of adoption and the financial and other supports which should be made available to pregnant women, none of which has been discussed. Having done this, we should discuss the position of the 100,000 Irish girls and women who have had abortions in the past 20 years. They have been ignored from two points of view – their need for medical check ups and their need for counselling services. Have arrangements been made to deal with these matters? These are the issues at the coalface as far as abortion is concerned. My plea to the Government and my colleagues is that we try to achieve consensus on the introduction of a strategy for dealing with crisis pregnancies as soon as poss[1225] ible. This is the only way we will impact on the rate of abortion. The alternative, a constitutional amendment and a constitutionally guaranteed Bill, will not impact on a single abortion. This raises several questions. Why has the Government chosen to adopt this approach? Why did it not address the issue of abortion long ago? Why was the crisis pregnancy agency not established when we first proposed it? Why was a proper strategy for the agency not among the real issues debated? This is the last day the Bill will be before the Dáil. I make a final plea, even at this late stage in the dying hours of this dying Administration, to focus on this issue, which is the real issue with respect to abortion. I very much regret there has been such nominal reference to it during the debate.;3253722
2216;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;F;Mrs. Monica Barnes;Fine Gael;I will take the few minutes I am allowed due to the time constraints to acknowledge the travesty of this morning's proceedings and the guillotining of Committee Stage. I also take the opportunity to point out the repetition of mistakes we have made since 1983 and which we will continue to make. Mark my words, this legislation will come back to haunt us. As legislators we will be even less able to do anything about it because of the way we are being marginalised and sidelined. We will not be allowed to amend the legislation as the need arises due to Supreme Court interpretations or scientific progress which we cannot even begin to anticipate. We cannot separate one from the other. Arising from the Supreme Court's interpretation of the law in the tragic X case of 1992, the only objective of this legislation and the proposed constitutional amendment is to stop a suicide threat to the life of the mother during pregnancy being grounds for an abortion. The Bill raises huge problems with regard to cases in the future which follow the pattern in the C case. The C case was decided on the risk of suicide by a young girl who was in the care of a health board. The health board was an agency which was allowed to assist her to travel to terminate her pregnancy. If this proposal is passed and suicide is ruled out as a threat to the life of a pregnant woman, the basis for the C case decision is removed and a young woman in that position could not be assisted to travel abroad. This Bill provides that a person will have the right to travel abroad, but if that is challenged it will be found that an agency does not have the right. The consequences of that are very serious. The tragic circumstances in which such a challenge will be made will plunge this country back into the shaming and embarrassing marginalising of women that was the result of the 1983 referendum. It is appalling that in 2001 there are so few women Members of this House and the Seanad to speak on behalf of the women on which this legislation will directly impose. I am depressed that in 2001 the status, power and authority of women in their most intimate and fundamental right to be mothers and nurturers is once again being distrusted, legislated on and criminalised.;3253723
2217;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;F;Mrs. Nora Owen;Fine Gael;I would have more admiration for the Minister if he said what is involved in the legislation. That is why Deputy Mitchell's amendment is so important. This is not just about the protection of human life but also about many other matters. It is flawed in that Article 40. 3.4 which the Minister proposes to insert does not restate the equal right to life of the mother which is stated in the preceding subsection. I do not care how much harmonious interpretation the Minister, whose words they are, believes there will be of these subsections being inserted in the Constitution. He has created a legal quagmire. Article 15. 2 gives the Oireachtas the sole right to pass legislation. The Minister is taking that away from us in the sense that we do not have a choice in the type of legislation we can pass in this instance. He should tell the people that, even if the amendment is passed, there is no obligation on the Oireachtas to pass the legislation. It is like quicksilver – now you see it, now you do not. The Minister should be honest with the people and say this may not give those who want this referendum what they want because the Oireachtas may not pass the legislation, in which event the amendment will fall. It is not I who say the Minister is not trying to do what is right but is trying to achieve consensus. That is what he said in his speech. He said we have considered ways not of doing the right thing but of moving forward in a way which can command the respect and support of the people. The less said about what the Progressive Democrats have done in this the better, especially given that they have abandoned women in this way despite having a woman leader and a woman Minister. They are not concerned about whether this is the right thing. They just say it reaches out to the consensus of the middle ground and has the capacity to garner the support of reasonably minded people. It is not a case of reaching out to ensure they do the right thing by pregnant women who might be suicidal or who do not want their pregnancies. If there is to be a harmonious interpretation of this part of the Constitution, what will a judge make of Article 40. 3.2 which states: 'The State shall, in particular, by its laws protect as best it may from unjust attack and, in the case of injustice done [such as a girl who is made pregnant through rape and is suicidal] vindicate the life, person, good name, and property rights of every citizen', when the next two sections state that this cannot be done in the case of a woman or girl being allowed to have an abortion if she is suicidal because the right has been removed in this instance? The Minister by his actions will be the author of a situation no one argued for or demanded. This is what happened in 1983. On his head be it if he puts this amendment to the people because he is not being honest with them as to its intent. It is a disgrace for a constitutional lawyer to sit beside the Minister and not argue with him as we do. He is small-minded and mean if he does not [1246] tell the Minister that this will be interpreted in a manner which is wrong.;3253724
2218;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;M;Mr. Willie O'Dea;Fianna Fáil;I listened carefully to Deputy Jim O'Keeffe. I do not recall a Government spokesman claiming the legislation per se or the proposed amendment to the Constitution would deter anybody from seeking an abortion abroad. Side by side with the legislation there is a strategy being put in place. Deputy O'Keeffe is correct to state it should have been put in place by previous Governments. They should have dealt with the matter and we are all responsible and negligent to some extent in that the strategy has not been put in place until now. It is a useless exercise to look back in history. A strategy is being put in place. What we are discussing today is the Report Stage of legislation, which tries to make the law reflect what we think is the will of the people. That remains to be tested. Last night, Deputy O'Keeffe stated there was much confusion among the public and many people do not seem to understand what the Government is doing. He is perfectly correct. This is not unusual with constitutional referenda. Many people will focus on the issues once the date has been set for the referendum and the campaign is under way. However, I respectfully put it to Deputy O'Keeffe and others that if we want to go on extending the legislation and inserting matters like defining the moment at which life begins, etc., that will be a recipe which will spread confusion from one end of the country to the other. In so far as Deputy McManus's argument in relation to a possible conflict between Article 40. 3.3º and Article 40. 3.4º, I understand exactly where she is coming from, but her fears are groundless. As the Minister said, the two different Articles of the Constitution must be read together. It is a fundamental principle of interpretation of constitutional legislation that different Articles of the Constitution are presumed to be in harmony. If anybody wants to contend otherwise, the onus is on them to establish that there is genuine conflict and it is a very heavy onus to discharge. [1226] In any case, there is no conflict between the two Articles, Article 40. 3.3º and Article 40. 3.4º, as I understand them. If I am reading the position correctly, the protection provided for both mother and child in Article 40. 3.3º extends until the moment of implantation. From that moment on the appropriate protection is that provided in Article 40. 3.4º and the proposed legislation which it underpins. It is not a question of two different Articles of the Constitution being in conflict in relation to a particular situation. The two different Articles—;3253725
2219;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;M;Mr. Micheál Martin;Fianna Fáil;What is the Deputy talking about?;3253726
2220;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;F;Ms. Liz McManus;Democratic Left;What about suicide?;3253727
2221;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;M;Mr. Willie O'Dea;Fianna Fáil;I will come to that.;3253728
2222;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;M;Mr. Ben Briscoe;Fianna Fáil;I alert the Minister of State to the fact that if he addresses his remarks through the Chair rather than the Deputy, he will not invite interruptions.;3253729
2223;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;M;Mr. Willie O'Dea;Fianna Fáil;The two different Articles of the Constitution apply to two different timeframes. Until the moment of implantation the law appropriate to both mother and child is that laid down in Article 40. 3.3º, as interpreted by the Supreme Court. From the moment of implantation onwards it is the law laid down in Article 40. 3.4º together with the legislation which it underpins. To answer the hypothetical question which Deputy McManus raised, if I can recall the details properly, as to what happens after implantation, the position we are trying to establish – if this referendum is passed by the people and the legislation goes on the Statute Book, this will be the position – is that from the moment of implantation on, suicide is not a valid reason to seek a termination of a pregnancy and anybody who seeks and procures termination of a pregnancy on the basis she says she is suicidal will be liable and in breach of the legislation. The person will, in effect, be committing abortion as proposed in the legislation. That is the position. I know it is a complex area. I do not want to over-simplify it in any way or do not want to be seen to seek to over-simplify it, but I decry the efforts of those who want to try to complicate it unnecessarily either because they have a different agenda. As I say, there is a fundamental principle of constitutional interpretation that different Articles of the Constitution are supposed to be read as if they are in harmony. If there are a number of possibly different interpretations, the interpretation which leads to one Article being in harmony with the other is the appropriate interpretation to take. Second, there is no conflict between Articles 40. 3.3º and 40. 3.4º because they apply to different situations.;3253730
2224;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;M;Mr. Willie O'Dea;Fianna Fáil;Why did the Deputy's party not introduce legislation?;3253731
2225;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;M;Mr. Micheál Martin;Fianna Fáil;That is not what I said.;3253732
2226;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;M;Mr. Alan Dukes;Fine Gael;The amendment we are discussing is amendment No. 1, which proposes to delete lines 14 to 20 on page four of the Bill. Those are the lines in the Bill which actually deal with the amendments which it is proposed to make to the [1227] Constitution which are set out in the First Schedule. The second and third parts of that proposed amendment are really the key ones as far as the activity of the House and the Oireachtas is concerned. The proposed second part of that amendment provides that if a law, containing only the provisions set out in this Bill, is enacted by the Oireachtas, this section, other than the amendment of Article 40 of the Constitution effected thereby, shall be omitted from every official text of the Constitution. The third part states that if such a law is not so enacted within 180 days of this section being added to the Constitution, this section shall cease to have effect. That is the provision for what I have called a Bill within a Bill which is designed to tell the Oireachtas that in the event that a referendum on this issue is carried, then the Oireachtas can do only one of two things: it can either pass the Bill, the text of which we have here, or it can refuse to pass it. If the amendment is carried, a Bill will come formally before the Houses of the Oireachtas. That Bill has, in its current draft, seven sections, and does a number of things to which I will come in a moment. The Oireachtas will be invited to consider it and decide to pass it as it stands or not to pass it. The Oireachtas will be told, 'You can pass this or reject it, but you cannot amend it,' on the basis that the people will have said, 'We are voting on the basis that this Bill will be passed into law.' That is a procedure which should not be entered into lightly. It is a procedure which we should avoid as far as possible. It is a procedure in which we do not need to engage in the context of the referendum about which we are talking. We spoke about this in committee when I asked what would happen if the Oireachtas, duly invited to pass this Bill, in its wisdom decided not to do so within 180 days. The Oireachtas would be saying, 'We do not agree with the people,' but it would be doing its job. It would be doing something which is plainly envisaged as a possibility in the text of the proposed constitutional amendment because, as I have said, the third part of the amendment reads: If such a law is not so enacted within 180 days of this section being added to this Constitution, this section shall cease to have effect . . . Therefore it is envisaged, at least as a possibility, that the Oireachtas might decide to take a different view from that expressed by the people in the referendum and might decide not to pass that Bill. I also speculated on Committee Stage on what the position might be if there is a referendum on this, if we ever get consensus on a date for it, if the Tánaiste comes to the conclusion that she agrees that there is enough consensus for the Government to specify a date about which there are many uncertainties, and it is followed in less than 180 days by a general election, which seems to be the likelihood. In that case, there will be a [1228] Dáil with a different composition and it might take a different view. Of course, on Committee Stage there was the following inevitable inane comment from a member of the Fianna Fáil Party, 'Is Deputy Dukes threatening to do away with this if we have a general election?' Leaving aside the political smart-alec comments, there is a definite possibility, a certainty, that the next Dáil will have a different complexion in some ways from this one. It might take a different view on this issue and I would not be at all surprised to find that in the next Dáil there will be people on the Fianna Fáil benches who would take a different view from the one they are being whipped to take today. I know that there are Members on the Fianna Fáil benches who hold a different view from the one that they are whipped to express on this issue and might find themselves in a position in the next Dáil where they might be free to state and act on it in this Chamber, but there are other possibilities. This Government, which hopes to put this through and envisages having a referendum, is one which is supported by four Independent Deputies. I gather some of the Independent Deputies are feeling rather tender about the way they think the Opposition feels about them. They should not worry too much because they are all regarded with a certain amount of warmth, but the fact of the matter is that they are all lining up solidly with the Government's position on this. We may have more single issue candidates in the next Dáil. There is at least a possibility that a future Government could rely on the support of a number of Independent Deputies who could adopt a very different view from the current four honest, diligent, unswerving Government supporters. If such Deputies were to take the opposite view it could be impossible, even for a Government including Fianna Fáil, to pass this legislation. We would then find ourselves, having undergone this upheaval, being required to pass or reject this legislation. This is something the Oireachtas would be entitled to do but, if it were to happen, many people with whom I disagree would have voted in a particular way on this referendum and would rightly feel badly let down. We should not run the risk of this happening as it would not enhance the public's view of the political process. I asked on Second and Committee Stages whether all of this was necessary and, although I waited for an answer, the Minister studiously avoided providing one. Does he consider this process to be the only way to deal with these complex issues? I do not, although there are those in the House who disagree with me. The Bill encompassed in the Bill to amend the Constitution includes a definition of abortion and provides for the granting of legal sanction to current medical practices in a particular area. It also contains an implicit legalisation of the morning after pill and IUDs and the overturning of the case law in the X-case, meaning the exclusion of suicidal intent as grounds for abortion. These are the issues the [1229] Oireachtas will be required to legislate for or reject in the event that this Bill is passed in its current form. Is this the only way of proceeding? Section 1(1) of the Bill within the Bill defines abortion. That is not necessary in the context of a Bill on which the Oireachtas is presented with a Hobson's choice – pass it or junk it but do not amend it. If we want to define abortion, the simplest way of doing so is to amend the Offences Against the Person Act, 1861 in whatever way is considered necessary. The Government says that, for the purposes of dealing with the problem of abortion, we will define it as meaning the 'intentional destruction, by any means, of unborn human life after implantation in the womb of a woman'. If we were to amend the 1861 Act to substitute that definition for the references in that Act to procuring a miscarriage, we could apply the penalties provided for to abortion. The intention of this measure is really to bring that up to date and square it with what we now consider a proper definition of abortion. In not one of the Government's responses to this issue has there been any systematic examination of why it would be wrong to achieve its objectives by amending the 1861 Act. I have not seen any analysis of what that would mean nor have I seen any conclusive demonstration that it would be in any way wrong, undesirable or difficult to proceed in that way. If we want to give the word 'abortion' the meaning that is set out here, it would be simpler to return to the 1861 Act and write in the appropriate definition, instead of going through this rigmarole of constitutional and legislative action. The Government has not even considered that as an operational way of resolving this problem. I have my views as to why it has not and they do not reflect well on the Government. The legalisation of the morning after pill and IUDs by this means is a by-product of that definition of abortion and the Government's grass has been cut on the morning after pill already because decisions have been made elsewhere that simply say that the types of morning after pill permitted are not abortifacients so we need not worry or consider them to be illegal. I assume the same logic applies to the IUD. I am not alone in the House in adopting this view. Many of us did not have to wait for expert medical opinion to give us that read on the morning after pill and IUDs. This legalisation, which the Government has made part of its case on this issue, is a by-product of the definition of abortion. To the extent that it was needed it would be secured, whichever way we went about making this definition of abortion operational, and it would follow for making the appropriate amendments to the 1861 Act. Those two objectives of this Bill within a Bill could be achieved by a simple, straightforward and easily comprehensible amendment of the 1861 Act without undergoing the constitutional and legislative mumbo-jumbo with which the Government has saddled us. [1230] The third measure contained in section 1(2) of this Bill within a Bill proposes to give legal backing to current medical practices which have been described and debated at length by people who are far more competent than me. The Government is telling us that in order to reassure people that particular procedures, interventions or treatments, currently available and accepted as ethical, will continue to be legally available and accepted as ethical, we must insert this subsection into the Protection of Human Life in Pregnancy Bill. What does the Minister think this really means? We would not simply be giving legal backing and legal authority to the procedures and practices which exist today, we would be giving legal backing, sanction and foundation to whatever those practices might be at any given time during the legislation's existence. Will the Minister or the Members of the Oireachtas decide what those practices may be? The answer is 'no'. We would hand over the decision as to what is legal, ethical and permitted to another group of people, namely the doctors. No definition of procedures is provided. The reference is to the carrying out of a medical procedure by a medical practitioner. What we are saying, therefore, is that we will legalise whatever medical practitioners consider ethical and proper. I do not wish to disparage anyone or accuse them of bad faith, but this means that the Oireachtas is handing over its power to decide what is ethical in this area to people outside. That is of concern to many people. We are not only saying that whatever is legal today will continue to be legal, but that whatever they decide at any moment should be legal and ethical is so and we will back them without question and without any power to influence or require consultation on the matter. That is an odd way to legislate. It might be more honest to have a subsection in the Bill that provides that whatever the IMO says, at any time, goes. That is not a criticism of the IMO but it can change its views. It did so earlier this year and that is fact. We are handing over the power to decide what is proper, ethical and legal to a group of people who are entitled to, and do, change their views from time to time. We are saying that whatever they decide is fine by us and we will give them legal backing for it. That is what this Bill does. There is no point in the Minister of State shaking his head at me. He knows that I speak the truth. This does not give the Oireachtas any power to inspect what is being regarded as ethical or to modify it in any way. Acting Chairman: I ask again that the Deputy speak through the Chair.;3253733
2227;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;F;Ms. Frances Fitzgerald;Fine Gael;I wish to raise another aspect of this with the Minister and I mentioned this on Committee Stage. The Taoiseach said this morning that the choice is between this referendum or abortion on demand. That is ridiculous. No one is talking about abortion on demand. We are talking about detailed legislation and trying to deal with a difficult situation where everyone wants to see a reduction in the numbers of women having abortions. The legislation does not deal with those women. It says they are repugnant to the Constitution. That is the message the Government is giving the 7,000 women who travelled to England this year for an abortion. They are criminalised in the legislation. A number of Members queried the 12 year jail sentence and the Minister answered that on Committee Stage by saying it was already in the old [1247] legislation. That is not the point. He is bringing in what he calls new, modern and appropriate legislation to deal with a social issue and yet women are being criminalised with 12 years as the sentence. That is no way to deal with an issue such as this. The Constitution is no place to deal with it either. Almost no country in the world deals with this issue in a constitution. That is not the place to deal with it because it is much too complex. We do not have any idea what type of case law this will give rise to. A number of Members said there is a contradiction between Article 40. 3.3 and Article 40. 3.4, that they are different and will be interpreted as such. The Minister said that, when read together, they will be seen as harmonious. In fact, there is a significant difference in the definitions of unborn and in the protection of women in both subsections. They are contradictory and I have no doubt that, when they go before the Supreme Court, that will be seen. I wish to raise another issue relating to mental health. Why will we be the only country in the European Union where women's mental health will not be protected? I quoted the statistics and information from the Green Paper on this. Every other country takes account of women's mental health in its legislation and we are doing the exact opposite. Why should we do that? What is reasonable or middle ground about excluding women's mental health as a consideration? How can any right-minded person say mental health can be excluded and say it is reasonable and middle ground and that the whole person or the whole situation or psychological trauma a woman may face is being taken into account? What about the different countries? Does Austria protect the mental health of women in pregnancy where there is felt to be a risk to her life? The answer is yes. Does Belgium? The answer is yes. Denmark, Finland, France, Germany, Greece, Italy, Luxembourg, the Netherlands, Portugal, Spain, Northern Ireland and Sweden also preserve women's mental health. What is so different about Irish women? The United Kingdom does so in the first 24 weeks of pregnancy. What is so different about the mental health of Irish women from that of their EU counterparts that it should be dealt with in this extraordinary, super-constitutional way? Why is this differentiation being included? What is reasonable and middle ground about excluding mental health? I asked on Committee Stage what a reasonable mother or father would want for their 14 year old child if she were pregnant as a result of rape or incest and were suicidal. Does the Minister think they would want to consider a variety of options for her without being criminalised by the Constitution? I believe they would. In the C case there was a nexus between the determination on mental health and the right to travel. That is gone.;3253734
2228;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;M;Mr. Micheál Martin;Fianna Fáil;No, I am just letting the Deputy know my position.;3253735
2229;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;F;Ms. Frances Fitzgerald;Fine Gael;I agree with colleagues who said it is disgraceful the manner in which the Government is handling this. The Taoiseach's fine words this morning are contradicted by the way the Government has handled this legislation, by guillotining it on Committee Stage and in the House today. I understand why the Government does this, because this is legislation of which it should be ashamed because it is anti-woman, insensitive, hypocritical and politically driven. There is no doubt it reduces protection for women in Ireland. I wish we had time to debate it in more detail so that the message could get out more clearly, and I hope it does in coming weeks. I also hope women and their partners, husbands or boyfriends will see the legislation for what it is. It is anti-woman and distinguishes between mental and physical health. It reduces the protection women have in Ireland, especially if they are suicidal. The Government is using a most extraordinary mechanism which has never been used before to do this. The Minister said things on Committee Stage which amounted to an admittance that he did not have the courage to bring legislation to the House and open it up to proper discussion and give it the necessary time for that.;3253736
2230;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;F;Mrs. Nora Owen;Fine Gael;I am not a counsellor. I do not need to be.;3253737
2231;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;M;Mr. Micheál Martin;Fianna Fáil;It is not. The C case is covered in legislation and the Deputy knows that.;3253738
2232;An Bille um an gC&uacute igi&uacute Leas&uacute is Fiche ar an mBunreacht (Beatha Dhaonna le linn Toirchis a Chosaint), 2001: An Tuarasc&aacute il (At&oacute g&aacute il) agus an Ch&eacute im Dheiridh. Twenty-fifth Amendmen;05.12.01;F;Ms. Frances Fitzgerald;Fine Gael;It is not covered.;3253739
